name,location,property_type,accommodates,amenities,price,min_nights,max_nights,review_rating,tags
spacious 1 bedroom suite on subway line!,oakridge,entire guest suite,2,"drying rack for clothing, wine glasses, haier stainless steel single oven, 43 inch hdtv with fire tv, dvd player, freezer, ge stainless steel electric stove, outdoor dining area, laundromat nearby, blender, free washer – in building, dining table, kitchen, hot water, free street parking, exterior security cameras on property, baking sheet, first aid kit, radiant heating, outdoor furniture, bathtub, room-darkening shades, coffee, keypad, dishes and silverware, dedicated workspace, coffee maker: espresso machine, french press, clothing storage: closet and dresser, iron, paid street parking off premises, cooking basics, smoke alarm, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, portable fans, cleaning products, fire extinguisher, microwave, long term stays allowed, fast wifi – 369 mbps, hot water kettle, essentials, lg refrigerator, bed linens, dove body soap, free dryer – in building, toaster",92.0,18,365,4.95,"spacious, suite"
private open concept beach studio steps to lake,the beaches,entire rental unit,3,"beach view, lockbox, wifi, ethernet connection, kitchen, hot water, private entrance, shampoo, shower gel, luggage dropoff allowed, stove, lake view, dishes and silverware, tv, central air conditioning, garden view, iron, central heating, paid parking off premises, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, long term stays allowed, coffee maker, essentials, lake access, refrigerator, bed linens, portable heater",70.0,28,90,4.66,"beach, beaches, private, studio"
luxury suites with free parking,waterfront communities-the island,entire rental unit,6,"wine glasses, shared sauna, wifi, freezer, pack ’n play/travel crib - available upon request, boat slip, laundromat nearby, pets allowed, baby bath - available upon request, blender, dining table, standalone high chair - available upon request, hot water, kitchen, shampoo, free street parking, exterior security cameras on property, shower gel, shared hot tub - available all year, open specific hours, outdoor furniture, first aid kit, elevator, luggage dropoff allowed, bathtub, room-darkening shades, crib - available upon request, stainless steel single oven, coffee, shared backyard – not fully fenced, dishes and silverware, tv, free dryer – in unit, washer, shared outdoor pool - available seasonally, open 24 hours, rooftop, dedicated workspace, coffee maker: keurig coffee machine, free parking on premises, toaster, iron, dishwasher, exercise equipment: free weights, treadmill, central heating, stainless steel electric stove, conditioner, cooking basics, smoke alarm, cleaning available during stay, clothing storage: walk-in closet, closet, and wardrobe, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, private patio or balcony, air conditioning, changing table - available upon request, trash compactor, hot water kettle, shared beach access, waterfront, shared gym in building, essentials, lake access, refrigerator, bed linens, long term stays allowed, body soap",345.0,1,1125,4.86,"free parking, king, luxury, parking, suite, waterfront"
upstart shared living,thistletown-beaumond heights,private room in home,2,"wifi, freezer, 50 inch hdtv with amazon prime video, blender, dining table, kitchen, hot water, private entrance, exterior security cameras on property, first aid kit, clothing storage: closet and wardrobe, luggage dropoff allowed, room-darkening shades, stove, keypad, dishes and silverware, central air conditioning, lock on bedroom door, backyard, garden view, dedicated workspace, iron, dishwasher, central heating, paid street parking off premises, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, hot water kettle, paid washer – in unit, essentials, paid dryer – in unit, refrigerator, bed linens, long term stays allowed, toaster",41.0,1,30,4.14,shared
comfy guest house nestled in city neighbourhood,oakridge,entire home,2,"first aid kit, wifi, smoke alarm, tv, carbon monoxide alarm, fire extinguisher, kitchen, free parking on premises",116.0,1,27,3.67,city
downtown escape wrap-around balcony & free parking,waterfront communities-the island,entire rental unit,6,"wine glasses, single level home, wifi, freezer, dining table, kitchen, hot water, shampoo, clothing storage, shower gel, baking sheet, first aid kit, elevator, bathtub, stove, coffee, dryer, dishes and silverware, tv, washer, iron, paid parking lot off premises, dishwasher, conditioner, cooking basics, smoke alarm, oven, cleaning available during stay, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, microwave, patio or balcony, coffee maker, hot water kettle, essentials, refrigerator, heating, free parking garage on premises, bed linens, long term stays allowed, toaster",289.0,1,365,4.94,"balcony, downtown, free parking, king, parking, waterfront"
toronto skyline suite 1+1,church-yonge corridor,entire rental unit,5,"lockbox, paid parking on premises, wifi, smoke alarm, self check-in, tv, washer, carbon monoxide alarm, kitchen, exterior security cameras on property, air conditioning",201.0,1,365,5.0,suite
private suite in vibrant neighbourhood,high park north,private room in home,2,"wine glasses, wifi, laundromat nearby, kitchen, hot water, board games, shampoo, shower gel, clothing storage, luggage dropoff allowed, radiant heating, books and reading material, room-darkening shades, coffee, keypad, dishes and silverware, lock on bedroom door, dedicated workspace, paid street parking off premises, conditioner, smoke alarm, coffee maker: drip coffee maker, self check-in, hangers, hair dryer, carbon monoxide alarm, fire extinguisher, portable fans, cleaning products, hot water kettle, essentials, exercise equipment, mini fridge, bed linens, body soap",98.0,3,28,4.82,"high park, private, suite"
"stylish, private, loft by the lake, 3rd floor",mimico (includes humber bay shores),entire loft,2,"lockbox, frigidaire stainless steel electric stove, shared gym nearby, wine glasses, stainless steel oven, freezer, outdoor dining area, laundromat nearby, window ac unit, free washer – in building, 43 inch hdtv with amazon prime video, standard cable, dining table, kitchen, hot water, private entrance, bbq grill: gas, free street parking, exterior security cameras on property, shower gel, baking sheet, outdoor furniture, radiant heating, books and reading material, luggage dropoff allowed, bikes, room-darkening shades, fast wifi – 524 mbps, coffee, dishes and silverware, garden view, dedicated workspace, coffee maker: drip coffee maker, french press, free parking on premises, clothing storage: closet and dresser, toaster, iron, dishwasher, portable heater, cooking basics, private backyard – fully fenced, smoke alarm, self check-in, barbecue utensils, cleaning available during stay, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, portable fans, cleaning products, fire extinguisher, microwave, long term stays allowed, hot water kettle, essentials, refrigerator, bed linens, free dryer – in building, body soap",110.0,28,60,4.99,"loft, private, stylish"
"downtown skyline condo, free parking",waterfront communities-the island,entire condo,6,"drying rack for clothing, wine glasses, game console: ps5, wifi, freezer, outdoor dining area, laundromat nearby, blender, dining table, kitchen, hot water, rice maker, shampoo, private entrance, mielle stainless steel electric stove, shower gel, elevator, luggage dropoff allowed, books and reading material, safe, bathtub, room-darkening shades, coffee, dishes and silverware, tv, free dryer – in unit, washer, bidet, host greets you, dedicated workspace, free parking on premises, coffee maker: drip coffee maker, pour-over coffee, toaster, iron, dishwasher, conditioner, cooking basics, smoke alarm, barbecue utensils, hangers, hair dryer, extra pillows and blankets, fire extinguisher, cleaning products, mielle refrigerator, microwave, private patio or balcony, clothing storage: walk-in closet, closet, wardrobe, and dresser, air conditioning, bluetooth sound system, hot water kettle, waterfront, essentials, heating, bed linens, mielle stainless steel oven, long term stays allowed, body soap",250.0,1,365,4.73,"condo, downtown, free parking, king, parking, waterfront"
welcome home! breakfast/king bed,wychwood,private room in bed and breakfast,2,"wine glasses, wifi, ethernet connection, indoor fireplace, freezer, outdoor dining area, laundromat nearby, dining table, hot water, board games, private entrance, free residential garage on premises – 1 space, free street parking, shower gel, outdoor furniture, first aid kit, luggage dropoff allowed, bikes, bathtub, room-darkening shades, coffee, keypad, dishes and silverware, tv, breakfast, washer, lock on bedroom door, dedicated workspace, toaster, iron, unscented, dye-free conditioner, dishwasher, central heating, smoke alarm, self check-in, barbecue utensils, cleaning available during stay, unscented, dye-free shampoo, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, portable fans, fire extinguisher, microwave, private patio or balcony, air conditioning, hot water kettle, essentials, clothing storage: walk-in closet, closet, and dresser, refrigerator, hammock, mini fridge, bed linens, free dryer – in building, bbq grill, body soap",163.0,1,11,5.0,king
lane house lux 3 bdm park free. highparkhomes .ca,woodbine-lumsden,entire home,6,"aveda shampoo, wine glasses, stainless steel oven, freezer, ethernet connection, outdoor dining area, laundromat nearby, fast wifi – 302 mbps, aveda  body soap, dining table, kitchen, hot water, private entrance, exterior security cameras on property, shower gel, baking sheet, first aid kit, clothing storage: closet and wardrobe, ge stainless steel gas stove, outdoor furniture, luggage dropoff allowed, bathtub, room-darkening shades, aveda conditioner, coffee, dishes and silverware, free dryer – in unit, 58 inch hdtv with amazon prime video, apple tv, disney+, netflix, roku, central air conditioning, noise decibel monitors on property, dedicated workspace, free washer – in unit, free parking on premises, iron, dishwasher, paid street parking off premises, coffee maker: french press, nespresso, cooking basics, private backyard – fully fenced, smoke alarm, self check-in, barbecue utensils, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, private patio or balcony, hot water kettle, essentials, refrigerator, heating, smart lock, bed linens, long term stays allowed, bbq grill, toaster",499.0,28,1125,5.0,
stylish condo downtown,waterfront communities-the island,entire rental unit,2,"single level home, wifi, freezer, dining table, kitchen, hot water, private entrance, shampoo, shower gel, elevator, clothing storage: closet, room-darkening shades, stove, coffee, dishes and silverware, tv, free dryer – in unit, central air conditioning, free washer – in unit, iron, dishwasher, central heating, paid parking off premises, conditioner, cooking basics, smoke alarm, coffee maker: drip coffee maker, oven, hangers, hair dryer, carbon monoxide alarm, cleaning products, microwave, hot water kettle, shared gym in building, essentials, refrigerator, bed linens, toaster",174.0,1,365,4.81,"condo, downtown, stylish, waterfront"
luxuary two bedroom condo - downtown toronto,moss park,entire condo,4,"lockbox, wine glasses, stainless steel oven, wifi, gym, pets allowed, dining table, kitchen, hot water, free street parking, clothing storage, first aid kit, bathtub, room-darkening shades, dryer, dishes and silverware, washer, central air conditioning, dedicated workspace, tv with standard cable, free parking on premises, iron, dishwasher, central heating, smoke alarm, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, microwave, private patio or balcony, coffee maker, hot water kettle, boch refrigerator, essentials, lake access, bosh stainless steel electric stove, bed linens, long term stays allowed, bbq grill, toaster",110.0,28,500,4.17,"condo, downtown"
"beautiful, clean suite, easy access to downtown",stonegate-queensway,entire guest suite,2,"wifi, dining table, kitchen, hot water, private entrance, shampoo, clothing storage: walk-in closet and dresser, outdoor furniture, luggage dropoff allowed, stove, keypad, dryer, dishes and silverware, washer, dedicated workspace, tv with standard cable, free parking on premises, iron, cooking basics, smoke alarm, self check-in, oven, hangers, extra pillows and blankets, carbon monoxide alarm, microwave, patio or balcony, coffee maker, essentials, refrigerator, heating, bed linens, long term stays allowed",84.0,28,185,4.85,"clean, downtown, suite"
chic 1 bedroom in trendy area for extended stays,dovercourt-wallace emerson-junction,entire rental unit,3,"lockbox, wine glasses, wifi, freezer, laundromat nearby, pets allowed, free washer – in building, dining table, kitchen, hot water, private entrance, shampoo, shower gel, baking sheet, luggage dropoff allowed, room-darkening shades, coffee, dishes and silverware, tv, coffee maker: pour-over coffee, dedicated workspace, toaster, central heating, paid street parking off premises, conditioner, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, microwave, long term stays allowed, air conditioning, hot water kettle, essentials, refrigerator, bed linens, free dryer – in building, body soap, housekeeping - available at extra cost",171.0,28,365,5.0,
three-bedrooms house in little italy-free parking,palmerston-little italy,entire home,8,"drying rack for clothing, wine glasses, stainless steel oven, wifi, freezer, pets allowed, free washer – in building, dining table, kitchen, hot water, private entrance, shampoo, electric stove, exterior security cameras on property, first aid kit, clothing storage: closet, room-darkening shades, coffee, dishes and silverware, central air conditioning, bidet, 50 inch hdtv with disney+, netflix, dedicated workspace, free parking on premises, toaster, iron, central heating, conditioner, cooking basics, smoke alarm, coffee maker: drip coffee maker, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, long term stays allowed, hot water kettle, essentials, refrigerator, smart lock, bed linens, free dryer – in building, body soap",180.0,28,365,4.7,"free parking, king, little italy, palmerston, parking"
chez chodat - midtown leaside near sunnybrook,leaside-bennington,entire guest suite,3,"wine glasses, wifi, freezer, outdoor dining area, hot water, free street parking, shampoo, shower gel, outdoor furniture, first aid kit, books and reading material, keypad, dishes and silverware, backyard, dedicated workspace, free parking on premises, iron, kitchenette, cooking basics, smoke alarm, self check-in, hangers, hair dryer, fire extinguisher, extra pillows and blankets, 42 inch hdtv with amazon prime video, standard cable, dvd player, carbon monoxide alarm, microwave, patio or balcony, coffee maker, hot water kettle, essentials, heating, hammock, mini fridge, bed linens, bbq grill, toaster",126.0,1,1125,4.86,sunny
modern and cozy basement suite,danforth east york,entire guesthouse,2,"wine glasses, wifi, freezer, kitchen, hot water, private entrance, exterior security cameras on property, first aid kit, coffee, keypad, dishes and silverware, tv, free dryer – in unit, washer, coffee maker: french press, dishwasher, central heating, paid street parking off premises, conditioner, cooking basics, smoke alarm, self check-in, oven, carbon monoxide alarm, fire extinguisher, microwave, air conditioning, refrigerator, bed linens, portable heater, body soap",120.0,3,14,4.92,"basement, cozy, modern, suite"
elegant 2 bd waterfront condo downtown toronto,waterfront communities-the island,entire rental unit,6,"drying rack for clothing, wine glasses, single level home, wifi, freezer, pets allowed, dining table, kitchen, hot water, beach access – beachfront, shampoo, private entrance, shower gel, paid parking garage on premises, outdoor furniture, elevator, 65 inch hdtv, bathtub, room-darkening shades, stove, coffee, dishes and silverware, free dryer – in unit, central air conditioning, dedicated workspace, free washer – in unit, iron, dishwasher, paid parking off premises, city skyline view, cooking basics, smoke alarm, private backyard – fully fenced, oven, self check-in, cleaning available during stay, hangers, hair dryer, clothing storage: closet, wardrobe, and dresser, extra pillows and blankets, cleaning products, carbon monoxide alarm, microwave, private patio or balcony, coffee maker, hot water kettle, waterfront, essentials, lake access, sun loungers, refrigerator, heating, smart lock, bed linens, long term stays allowed, toaster",581.0,28,1125,4.5,"condo, downtown, waterfront"
modern airy central apartment with a sunny deck,dufferin grove,entire rental unit,2,"drying rack for clothing, 55 inch hdtv, wine glasses, wifi, outdoor dining area, ac - split type ductless system, kitchen, hot water, private entrance, shampoo, shower gel, outdoor furniture, first aid kit, clothing storage: closet and wardrobe, radiant heating, stove, coffee, keypad, dishes and silverware, free dryer – in unit, dedicated workspace, free washer – in unit, iron, dishwasher, paid street parking off premises, conditioner, cooking basics, smoke alarm, mosquito net, oven, coffee maker: drip coffee maker, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, fire extinguisher, microwave, private patio or balcony, essentials, refrigerator, bed linens, long term stays allowed, body soap",89.0,56,180,4.88,"apartment, central, modern, sunny"
royal retreat 1b condo in downtown t.o. yorkville,bay street corridor,entire condo,2,"wine glasses, stainless steel oven, wifi, freezer, laundromat nearby, pets allowed, dining table, kitchen, hot water, housekeeping available from 10:00 am to 8:00 pm, every day - available at extra cost, shampoo, shared hot tub - available seasonally, open specific hours, paid parking garage on premises, baking sheet, outdoor furniture, elevator, shared gym, bathtub, exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing, shared bbq grill: gas, coffee, dishes and silverware, tv, free dryer – in unit, central air conditioning, dedicated workspace, shared outdoor pool - available seasonally, open specific hours, heated, rooftop, free washer – in unit, clothing storage: closet and dresser, toaster, iron, dishwasher, stainless steel electric stove, paid parking off premises, cooking basics, smoke alarm, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, microwave, hot water kettle, refrigerator, bed linens, long term stays allowed, body soap",250.0,2,365,5.0,"condo, downtown"
